Wikidata ID,WD CY,WD EN,WLC CY,WLC EN,Authority / Area,Settlement type
Q5377467,Engedi,Engedi,Engedi,Engedi,Anglesey,hamlet
Q5385173,Erbistog,Erbistock,Erbistog,Erbistock,Wrexham County Borough,village
Q107032513,Erddig,Erddig,Erddig,Erddig,Wrexham County Borough,territory
Q5396240,Erwd,Erwood,Erwyd,Erwood,Powys,village
Q5396335,Eryrys,Eryrys,Eryrys,Eryrys,Denbighshire,village
Q5397307,Esclusham,Esclusham,,,Wrexham County Borough,community
Q20593933,Esgair-Maen,Esgair-Maen,Esgair Maen,Esgair Maen,Powys,hamlet
Q13128296,"Esgair, Sir Gaerfyrddin",Esgair,Esgair,Esgair,Carmarthenshire,hamlet
Q107032515,Esgairdawe,Esgairdawe,Esgairdawe,Esgairdawe,Carmarthenshire,human settlement
Q3406673,Esgairgeiliog,Esgairgeiliog,Esgairgeiliog,Esgairgeiliog,Powys,village
Q20593973,Esgyryn,Esgyryn,Esgyryn,Esgyryn,Conwy County Borough,hamlet
Q20594064,Eunant,Eunant,,,Powys,village
Q107032516,Eutun,Eyton,Eutun,Eyton,Wrexham County Borough,hamlet
Q107032517,Evanstown,Evanstown,Evanstown,Evanstown,Bridgend County Borough,suburb
Q1770504,Ewenni,Ewenny,,,Vale of Glamorgan,village
Q3401129,Ewloe,Ewloe,Ewloe,Ewloe,Flintshire,town
Q107032518,Ewloe Green,Ewloe Green,Ewloe Green,Ewloe Green,Flintshire,village
Q20594212,Fachwen,Fachwen,,,Llanfihangel,hamlet
Q20594220,Faenor-Isaf,Faenor-Isaf,,,Powys,village
Q107032520,Faerdre,Vardre,Faerdre,Vardre,City and County of Swansea,suburb
Q16324544,Faerdrefawr,Faerdrefawr,,,Ceredigion,village
Q107032521,Fagwyr,Fagwyr,Fagwyr,Fagwyr,City and County of Swansea,human settlement
Q3402580,Fairbourne,Fairbourne,Fairbourne,Fairbourne,Arthog,village
Q5430902,Fairwater,Fairwater,Fairwater,Fairwater,Torfaen,suburb
Q5430927,Fairwood,Fairwood,Fairwood,Fairwood,City and County of Swansea,ward
Q20594393,Felin Crai,Felin Crai,Felin Crai,Felin Crai,Powys,hamlet
Q20594413,Felin Newydd,New Mills,Felin-newydd,New Mills,Powys,hamlet
Q13128379,Felin-fach,Felin-fach,Felin-fach,Felin-fach,Powys,community
Q5441920,Felin-foel,Felinfoel,Felin-foel,Felin-foel,Carmarthenshire,village
Q20594422,Felin-Gerrig,Felin-Gerrig,,,Powys,village
Q13128380,Felin-gwm,Felin-gwm,,,Carmarthenshire,hamlet
Q107032528,Felin-gwm Isaf,Felin-gwm Isaf,Felin-gwm Isaf,Felin-gwm Isaf,Carmarthenshire,hamlet
Q107032529,Felin-gwm Uchaf,Felin-gwm Uchaf,Felin-gwm Uchaf,Felin-gwm Uchaf,Carmarthenshire,hamlet
Q107032530,Felin-hen,Felin-hen,Felin-hen,Felin-hen,Llandygai,hamlet
Q20594432,Felin-newydd,Felin-newydd,,,Powys,village
Q13128383,Felin-wen,Felin-wen,Felin-wen,Felin-wen,Carmarthenshire,hamlet
Q15987547,Felin-Wnda,Felin-Wnda,Felinwnda,Felinwnda,Ceredigion,hamlet
Q107032531,Felin-wynt,Felin-wynt,Felin-wynt,Felin-wynt,Ceredigion,hamlet
Q20594443,Felin-y-coed,Felin-y-coed,,,Powys,village
Q107032523,Felindre,Felindre,Felindre,Felindre,Carmarthenshire,village
Q5441898,Felindre,Felindre,Felindre,Felindre,Swansea,village
Q107032524,Felindre,Felindre,Felindre,Felindre,Carmarthenshire,hamlet
Q107032526,Felindre,Felindre,Felindre,Felindre,Neath Port Talbot County Borough,suburb
Q107032522,Felindre,Felindre,Felindre,Felindre,Berriew,hamlet
Q107032525,Felindre,Felindre,Felindre,Felindre,Carmarthenshire,village
Q13128388,Felindre,Felindre,,,Beguildy,village
Q20594448,Felindre,Felindre,,,Gwernyfed,village
Q5441903,Felindre Farchog,Felindre Farchog,Felindre Farchog,Felindre Farchog,Pembrokeshire,hamlet
Q13128401,"Felinfach, Ceredigion",Felinfach,Felin-fach,Felin-fach,Ceredigion,village
Q107032527,Felinfrân,Felinfrân,Felinfrân,Felinfrân,City and County of Swansea,human settlement
Q25171352,Felinganol,Middle Mill,Felinganol,Middle Mill,Pembrokeshire,hamlet
Q107032532,Fenns Bank,Fenns Bank,Fenns Bank,Fenns Bank,Wrexham County Borough,hamlet
Q5445092,Fernhill,Fernhill,,,Rhondda Cynon Taf,village
Q107032533,Fernlea,Fernlea,Fernlea,Fernlea,Caerphilly County Borough,human settlement
Q5446198,Ffair-fach,Ffairfach,Ffair-fach,Ffair-fach,Carmarthenshire,village
Q13128409,Ffair-rhos,Ffair Rhos,Ffair-rhos,Ffair-rhos,Ceredigion,village
Q5446196,Ffaldybrenin,Ffaldybrenin,Ffaldybrenin,Ffaldybrenin,Carmarthenshire,hamlet
Q5446199,Ffarmers,Ffarmers,Ffarmers,Ffarmers,Carmarthenshire,village
Q20595365,Ffawyddog,Ffawyddog,Ffawyddog,Ffawyddog,Powys,village
Q16103629,Fferam,Fferam,,,Anglesey,village
Q107032534,Fferws Hill,Fferws Hill,Fferws Hill,Fferws Hill,Carmarthenshire,suburb
Q3405667,Ffestiniog,Llan Ffestiniog,Llan Ffestiniog,Llan Ffestiniog,Gwynedd,village
Q3757704,Ffestiniog,Ffestiniog,,,Gwynedd,community
Q5465078,Ffont-y-gari,Font-y-Gary,Ffontygari,Ffontygari,Vale of Glamorgan,village
Q20595606,Ffordd-las,Ffordd-las,Ffordd-las,Ffordd-las,Powys,hamlet
Q107032535,Fforddygyfraith,Fforddygyfraith,Fforddygyfraith,Fforddygyfraith,Bridgend County Borough,hamlet
Q5468045,Ffordun,Forden,Ffordun,Forden,Powys,village
Q24342072,Ffordun gyda Thre'r-llai a Threlystan,Forden with Leighton and Trelystan,,,Powys,community
Q107032537,Fforest Coalpit,Fforest Coalpit,Fforest Coalpit,Fforest Coalpit,Monmouthshire,human settlement
Q5446227,Fforest-fach,Fforestfach,Fforest-fach,Fforest-fach,City and County of Swansea,suburb
Q107032538,Fforest-goch,Fforest-goch,Fforest-goch,Fforest-goch,Neath Port Talbot County Borough,hamlet
Q5446229,Ffos-y-ffin,Ffos-y-ffin,Ffos-y-ffin,Ffos-y-ffin,Ceredigion,village
Q104427982,Ffos-y-frân,Ffos-y-fran,Ffos-y-frân,Ffos-y-frân,Merthyr Tydfil County Borough,coal mine
Q107032539,Ffos-y-go,Ffos-y-go,Ffos-y-go,Ffos-y-go,Wrexham County Borough,human settlement
Q5446236,Ffostrasol,Ffostrasol,Ffostrasol,Ffostrasol,Ceredigion,village
Q20595733,Ffridd Penthryn,Ffridd Penthryn,,,Powys,village
Q5446239,Ffrith,Ffrith,Ffrith,Ffrith,Flintshire,village
Q5465045,Ffwl-y-mwn,Fonmon,Ffwl-y-mwn,Fonmon,Vale of Glamorgan,hamlet
Q3400840,Ffwrnais,Furnace,,,Ceredigion,village
Q5509601,Ffwrnes,"Furnace, Carmarthenshire",Ffwrnais,Furnace,Carmarthenshire,village
Q20595898,Ffynnon Ddewi,David's Well,,,Powys,village
Q1401784,Ffynnon Taf,Taff's Well,Ffynnon Taf,Taff's Well,Rhondda Cynon Taf,village
Q5446242,Ffynnon-ddrain,Ffynnon-ddrain,Ffynnon-ddrain,Ffynnon-ddrain,Carmarthenshire,hamlet
Q20007206,Ffynnon-groes,Crosswell,Ffynnon-groes,Crosswell,Pembrokeshire,hamlet
Q15987546,Ffynnon-oer,Ffynnon-oer,Ffynnon-oer,Ffynnon-oer,Ceredigion,hamlet
Q17330630,"Ffynnon, Sir Gaerfyrddin",Ffynnon,Ffynnon,Ffynnon,Carmarthenshire,human settlement
Q5446245,Ffynnongroyw,Ffynnongroew,Ffynnongroyw,Ffynnongroyw,Llanasa,village
Q20595935,Ffynnongynid,Ffynnongynid,Ffynnongynid,Ffynnongynid,Powys,village
Q107032542,Ffynonne,Ffynonne,Ffynonne,Ffynonne,City and County of Swansea,human settlement
Q23647511,Fishpool,Fishpool,,,Churchstoke,hamlet
Q107032544,Five Lanes,Five Lanes,Five Lanes,Five Lanes,Monmouthshire,hamlet
Q8564160,Fochriw,Fochriw,Fochriw,Fochriw,Caerphilly County Borough,village
Q20594649,Foel,Foel,,,Banwy,hamlet
Q16246481,Foelallt,Foelallt,,,Ceredigion,village
Q5464014,Foelgastell,Foelgastell,Foelgastell,Foelgastell,Carmarthenshire,village
Q23647480,Ford,Ford,,,Wolf's Castle,village
Q107032545,Fountain,Fountain,Fountain,Fountain,Bridgend County Borough,hamlet
Q107032546,Four Crosses,Four Crosses,Four Crosses,Four Crosses,Wrexham County Borough,human settlement
Q20594967,Four Crosses,Four Crosses,,,Corwen,hamlet
Q5475112,"Four Crosses, Powys",Four Crosses,,,Llandysilio,village
Q19903990,Foxhall,Foxhall,,,Pembrokeshire,hamlet
Q23675376,Frampton,Frampton,,,Llantwit Major,hamlet
Q20595007,Frank's Bridge,Frank's Bridge,Pont-ffranc,Frank's Bridge,Powys,village
Q94273613,Frankwell,Frankwell,,,Powys,hamlet
Q5503119,Freshwater East,Freshwater East,Freshwater East,Freshwater East,Pembrokeshire,village
Q5503323,Freystrop,Freystrop,Freystrop,Freystrop,Pembrokeshire,village
Q5504639,Friog,Friog,Y Friog,Y Friog,Gwynedd,village
Q20595088,Frochas,Frochas,Frochas,Frochas,Welshpool,hamlet
Q107032547,Fron,Fron,Fron,Fron,Brymbo,hamlet
Q5505752,Fron,Fron,,,Llanbadarn Fawr,village
Q107032548,Fron Isaf,Fron Isaf,Fron Isaf,Fron Isaf,Wrexham County Borough,human settlement
Q107032550,Fron-deg,Fron-deg,Fron-deg,Fron-deg,Esclusham,hamlet
Q3359368,Fron-goch,Frongoch,Fron-goch,Fron-goch,Gwynedd,village
Q20595195,"Fron, Aberriw",Fron,,,Berriew,hamlet
Q107032549,Fronbache,Fronbache,Fronbache,Fronbache,Denbighshire,human settlement
Q5505756,Froncysyllte,Froncysyllte,Froncysyllte,Froncysyllte,Wrexham County Borough,village
Q5515255,Gabalfa,Gabalfa,Gabalfa,Gabalfa,City and County of Cardiff,suburb
Q16031855,Gadfa,Gadfa,,,Anglesey,village
Q107032551,Gadlys,Gadlys,Gadlys,Gadlys,Flintshire,hamlet
Q20596071,Gaer,Gaer,,,Llanfihangel Cwmdu with Bwlch and Cathedine,hamlet
Q107032553,Gaer-fawr,Gaer-fawr,Gaer-fawr,Gaer-fawr,Monmouthshire,hamlet
Q5516659,Gaer-lwyd,Gaerllwyd,Gaer-lwyd,Gaer-lwyd,Monmouthshire,village
Q3402685,Gaerwen,Gaerwen,Gaerwen,Gaerwen,Anglesey,village
Q107032554,Gallowsgreen,Gallowsgreen,Gallowsgreen,Gallowsgreen,Torfaen,human settlement
Q20596197,Gallt Broniarth,Gallt Broniarth,,,Powys,village
Q6812351,Gallt Melyd,Meliden,Alltmelyd,Meliden,Denbighshire,village
Q107032555,Gallt-y-foel,Gallt-y-foel,Gallt-y-foel,Gallt-y-foel,Gwynedd,village
Q20596255,Galltegfa,Galltegfa,Galltegfa,Galltegfa,Denbighshire,hamlet
Q107032557,Galon Uchaf,Galon Uchaf,Galon Uchaf,Galon Uchaf,Merthyr Tydfil County Borough,suburb
Q107032558,Garden City,Garden City,Garden City,Garden City,Blaenau Gwent County Borough,suburb
Q16466404,Garden City,"Garden City, Flintshire",Garden City,Garden City,Flintshire,village
Q5522354,Garden Village,"Garden Village, Wrexham",Garden Village,Garden Village,Wrexham County Borough,village
Q107032560,Garn-fach,Garn-fach,Garn-fach,Garn-fach,Blaenau Gwent County Borough,suburb
Q3405497,Garnant,Garnant,Y Garnant,Y Garnant,Carmarthenshire,town
Q13128578,Garnau Cefn-y-Ffordd,Carnau Cefn-y-ffordd,Carnau Cefn-y-ffordd,Carnau Cefn-y-ffordd,Powys,artificial entity
Q5523593,Garndiffaith,Garndiffaith,Garndiffaith,Garndiffaith,Torfaen,village
Q3398962,Garndolbenmaen,Garndolbenmaen,Garndolbenmaen,Garndolbenmaen,Gwynedd,village
Q5523606,Garnedd-Wen,Garneddwen,,,Gwynedd,village
Q107032559,Garneddwen,Garneddwen,Garneddwen,Garneddwen,Flintshire,territory
Q107032561,Garnfadrun,Garnfadrun,Garnfadrun,Garnfadrun,Gwynedd,hamlet
Q107032562,Garnlydan,Garnlydan,Garnlydan,Garnlydan,Blaenau Gwent County Borough,suburb
Q5523716,Garnswllt,Garnswllt,Garn-swllt,Garn-swllt,City and County of Swansea,hamlet
Q5523585,Garnyrerw,Garn-yr-erw,Garnyrerw,Garnyrerw,Torfaen,village
Q13128580,Garreg,Garreg,Garreg,Garreg,Gwynedd,hamlet
Q107032563,Garth,Garth,Garth,Garth,Gwynedd,suburb
Q24691714,Garth,Garth,Garth,Garth,Maesteg,suburb
Q5524325,Garth,Garth,,,Powys,village
Q20596529,Garth,"Garth, Wrexham",,,Wrexham County Borough,village
Q20596519,Garth Owen,Garth Owen,,,Powys,village
Q107032566,Garth Trefor,Garth Trefor,Garth Trefor,Garth Trefor,Wrexham County Borough,village
Q15987628,"Garth, Ceredigion",Garth,,,Ceredigion,village
Q107032568,Garthbeibio,Garthbeibio,Garthbeibio,Garthbeibio,Powys,human settlement
Q20596539,Garthbrengi,Garthbrengi,Garthbrengi,Garthbrengi,Powys,hamlet
Q13128574,Gartheli,Gartheli,Gartheli,Gartheli,Ceredigion,hamlet
Q20596548,Garthmyl,Garthmyl,Garthmyl,Garthmyl,Powys,village
Q107032569,Gatlas,Gatlas,Gatlas,Gatlas,City of Newport,human settlement
Q20596564,Gaufron,Gaufron,,,Nantmel,village
Q107032571,Gegin,Gegin,Gegin,Gegin,Wrexham County Borough,village
Q20596652,Geinas,Geinas,,,Denbighshire,village
Q107032572,Gell,Gell,Gell,Gell,Conwy County Borough,hamlet
Q20596973,Gelli,Gelli,,,Pen-y-bont-fawr,hamlet
Q65297126,Gelli-aur,Golden Grove,Gelli-aur,Golden Grove,Carmarthenshire,hamlet
Q107032574,Gelli-deg,Gelli-deg,Gelli-deg,Gelli-deg,Merthyr Tydfil County Borough,suburb
Q3401140,Gelli-gaer,Gelligaer,Gelli-gaer,Gelli-gaer,Caerphilly County Borough,town
Q107032577,Gelli-groes,Gelli-groes,Gelli-groes,Gelli-groes,Caerphilly County Borough,suburb
Q107032579,Gelli-gron,Gelli-gron,Gelli-gron,Gelli-gron,Neath Port Talbot County Borough,human settlement
Q107032580,Gelli-haf,Gelli-haf,Gelli-haf,Gelli-haf,Caerphilly County Borough,human settlement
Q107032582,Gelli-nudd,Gelli-nudd,Gelli-nudd,Gelli-nudd,Neath Port Talbot County Borough,village
Q13128604,Gelli-wen,Gelli-wen,Gelli-wen,Gelli-wen,Carmarthenshire,hamlet
Q19904042,"Gelli, Sir Benfro",Gelli,Gelli,Gelli,Llawhaden,hamlet
Q107032576,Gellifelen,Gellifelen,Gellifelen,Gellifelen,Blaenau Gwent County Borough,human settlement
Q5530467,Gellifor,Gellifor,Gellifor,Gellifor,Denbighshire,village
Q5530470,Gellilydan,Gellilydan,Gellilydan,Gellilydan,Gwynedd,village
Q20597011,Gellioedd,Gellioedd,,,Conwy County Borough,village
Q5531036,Gendros,Gendros,Gendros,Gendros,City and County of Swansea,suburb
Q24360999,Geneu'r Glyn,Geneu'r Glyn,,,Ceredigion,community
Q107032583,Georgetown,Georgetown,Georgetown,Georgetown,Merthyr Tydfil County Borough,suburb
Q70568313,Georgetown,Georgetown,Georgetown,Georgetown,Blaenau Gwent County Borough,suburb
Q5469596,Ger yr Efail,Forge Side,Forgeside,Forgeside,Torfaen,village
Q52083626,Gerlan,Gerlan,Gerlan,Gerlan,Gwynedd,suburb
Q20597121,Geseilfa,Geseilfa,,,Powys,village
Q20597172,Geuffordd,Geuffordd,Geuffordd,Geuffordd,Powys,hamlet
Q20597154,Geufron,Geufron,Geufron,Geufron,Llanidloes Without,hamlet
Q20597162,"Geufron, Sir Ddinbych",Geufron,,,Llangollen,hamlet
Q23647508,Gibbet Hill,Gibbet Hill,,,Powys,village
Q107032584,Gignog,Gignog,Gignog,Gignog,Pembrokeshire,human settlement
Q5561755,Gilfach,Gilfach,Gilfach,Gilfach,Caerphilly County Borough,village
Q3401786,Gilfach Goch,Gilfach Goch,Gilfach-goch,Gilfach-goch,Rhondda Cynon Taf,village
Q16001002,Gilfachreda,Gilfachrheda,Gilfachreda,Gilfachreda,Ceredigion,village
Q5562649,Gilwern,Gilwern,Gilwern,Gilwern,Monmouthshire,village
Q13128640,Glan Duar,Glanduar,Glanduar,Glanduar,Carmarthenshire,suburb
Q107033241,Glan Dwyfach,Glan Dwyfach,Glan Dwyfach,Glan Dwyfach,Gwynedd,territory
Q5566590,Glan Llyn,Glan Llyn,,,Newport,human settlement
Q7338369,Glan yr Afon,Riverside,Glanyrafon,Riverside,City and County of Cardiff,community
Q16031854,Glan-alaw,Glan-alaw,,,Anglesey,village
Q7898503,Glan-bad,Upper Boat,Glan-bad,Upper Boat,Rhondda Cynon Taf,village
Q107033249,Glan-llyn,Glan-llyn,Glan-llyn,Glan-llyn,Rhondda Cynon Taf,suburb
Q20597289,Glan-miwl,Glanmule,Glan-miwl,Glan-mule,Powys,hamlet
Q107033253,Glan-rhyd,Glan-rhyd,Glan-rhyd,Glan-rhyd,Pembrokeshire,hamlet
Q20597313,Glan-y-don,Glan-y-don,,,Flintshire,village
Q5445551,Glan-y-fferi,Ferryside,Glanyfferi,Ferryside,Carmarthenshire,village
Q107033254,Glan-y-môr,Seaside,Glan-y-môr,Seaside,Carmarthenshire,suburb
Q16326839,Glan-y-môr,Glan-y-môr,,,Ceredigion,village
Q107033255,Glan-y-nant,Glan-y-nant,Glan-y-nant,Glan-y-nant,Caerphilly County Borough,village
Q20597356,Glan-y-nant,Glan-y-Nant,Glan-y-nant,Glan-y-nant,Powys,hamlet
Q107033256,Glan-y-pwll,Glan-y-pwll,Glan-y-pwll,Glan-y-pwll,Gwynedd,suburb
Q13128639,Glan-y-wern,Glan-y-wern,Glan-y-wern,Glan-y-wern,Gwynedd,geographical feature
Q15987545,"Glan-y-wern, Ceredigion",Glan-y-wern,Glan-wern,Glan-wern,Ceredigion,hamlet
Q16246500,Glan-yr-afon,"Glan-yr-afon, Mariandyrys",,,Anglesey,village
Q16031853,"Glan-yr-afon, Boffordd",Glan-yr-afon,,,Anglesey,village
Q107033242,Glanadda,Glanadda,Glanadda,Glanadda,Gwynedd,suburb
Q2079042,Glanaman,Glanaman,Glanaman,Glanaman,Carmarthenshire,village
Q6484919,Glandŵr,Landore,Glandŵr,Landore,City and County of Swansea,suburb
Q107033245,Glandŵr,Glandŵr,Glandŵr,Glandŵr,Blaenau Gwent County Borough,village
Q107033244,Glandŵr,Glandŵr,Glandŵr,Glandŵr,Carmarthenshire,hamlet
Q107033243,Glandŵr,Glandŵr,Glandŵr,Glandŵr,Pembrokeshire,hamlet
Q20597374,"Glandŵr, Sir Benfro",Glandŵr,Glandŵr,Glandŵr,Pembrokeshire,hamlet
Q107033246,Glandy Cross,Glandy Cross,Glandy Cross,Glandy Cross,Carmarthenshire,village
Q5566621,Glandyfi,Glandyfi,Glandyfi,Glandyfi,Ceredigion,hamlet
Q16326846,Glaneirw,Glaneirw,,,Ceredigion,village
Q20593158,Glangrwyne,Glangrwyney,Glangrwyne,Glangrwyne,Powys,village
Q107033248,Glangwili,Glangwili,Glangwili,Glangwili,Carmarthenshire,territory
Q20597387,Glanhanog,Glanhanog,,,Carno,village
Q107033251,Glanmwrwg,Glanmwrwg,Glanmwrwg,Glanmwrwg,Carmarthenshire,human settlement
Q107033250,Glanpwllafon,Glanpwllafon,Glanpwllafon,Glanpwllafon,Pembrokeshire,human settlement
Q7571017,Glanrafon,"Southsea, Wrexham",Southsea,Southsea,Wrexham County Borough,village
Q107033252,Glanrafon,Glanrafon,Glanrafon,Glanrafon,Isle of Anglesey,village
Q20597484,Glanrhyd,Glanrhyd,Glan-rhyd,Glan-rhyd,Powys,village
Q24669012,Glantwymyn,Glantwymyn,Glantwymyn,Cemaes Road,Powys,community
Q5058748,Glantwymyn,Cemmaes Road,,,Glantwymyn,village
Q5566662,Glanwydden,Glanwydden,Glanwydden,Glanwydden,Conwy County Borough,village
Q5566643,Glanyrafon,Glanrafon,Glanyrafon,Glanyrafon,Gwynedd,hamlet
Q15989249,"Glanyrafon, Ceredigion",Glanyrafon,Glanyrafon,Glanyrafon,Llanfarian,village
Q20597667,Glascoed,Glascoed,Glasgoed,Glasgoed,Cefnmeiriadog,hamlet
Q20597659,Glascoed,Glascoed,,,Meifod,village
Q20597677,Glasfryn,Glasfryn,Glasfryn,Glasfryn,Conwy County Borough,hamlet
Q107033257,Glasgoed,Glascoed,Glasgoed,Glasgoed,Brymbo,hamlet
Q5566710,Glasgoed,Glascoed,Glasgoed,Glasgoed,Llanbadoc,village
Q15989248,Glasgoed,Glasgoed,,,Ceredigion,village
Q13128654,Glasgwm,Glascwm,Glasgwm,Glasgwm,Powys,community
Q5566992,Glasinfryn,Glasinfryn,Glasinfryn,Glasinfryn,Gwynedd,village
Q20597704,Glaspwll,Glaspwll,Glasbwll,Glasbwll,Powys,hamlet
Q107033259,Gleiniant,Gleiniant,Gleiniant,Gleiniant,Powys,human settlement
Q5568175,Glenboi,Glenboi,,,Rhondda Cynon Taf,village
Q20597723,Glenowen,Glenowen,Glenowen,Glenowen,Pembrokeshire,hamlet
Q5571199,Glogue,Glogue,Y Glog,Y Glog,Pembrokeshire,post town
Q20597806,Glyn,Glyn,,,Powys,village
Q20597774,Glyn Brochan,Glyn Brochan,,,Powys,village
Q20597785,Glyn Garth,Glyn Garth,Glyn Garth,Glyn Garth,Anglesey,village
Q16992022,Glyn Hebog,Falcondale,,,Lampeter,village
Q107033260,Glyn Mil,Glyn Mil,Glyn Mil,Glyn Mil,Merthyr Tydfil County Borough,human settlement
Q70568087,Glyn Nant-y-glo,Coalbrookvale,Glyn Nant-y-glo,Coalbrookvale,Blaenau Gwent County Borough,village
Q13128667,Glyn Tarell,Glyn Tarell,,,Powys,community
Q5572913,Glyn-coch,Glyncoch,Glyn-coch,Glyn-coch,Rhondda Cynon Taf,suburb
Q107033261,Glyn-coed,Glyn-coed,Glyn-coed,Glyn-coed,Blaenau Gwent County Borough,suburb
Q107033262,Glyn-gaer,Glyn-gaer,Glyn-gaer,Glyn-gaer,Caerphilly County Borough,human settlement
Q107033263,Glyn-llan,Glyn-llan,Glyn-llan,Glyn-llan,Bridgend County Borough,village
Q1930405,Glyn-nedd,Glynneath,Glyn-nedd,Glynneath,Neath Port Talbot County Borough,town
Q49154464,Glyn-nedd,Glynneath,,,Neath Port Talbot County Borough,community
Q5573005,Glyn-taf,Glyntaff,Glyn-taf,Glyn-taf,Rhondda Cynon Taf,village
Q107033265,Glyn-teg,Glyn-teg,Glyn-teg,Glyn-teg,Llangeler,hamlet
Q15221773,Glynarthen,Glynarthen,Glynarthen,Glynarthen,Ceredigion,hamlet
Q15987544,Glyncaled,Glyncaled,,,Ceredigion,village
Q111711018,Glynceiriog,Glynceiriog,Glynceiriog,Glynceiriog,Wrexham County Borough,village
Q5572916,Glyncorrwg,Glyncorrwg,Glyncorrwg,Glyncorrwg,Neath Port Talbot County Borough,village
Q3406382,Glyndyfrdwy,Glyndyfrdwy,Glyndyfrdwy,Glyndyfrdwy,Denbighshire,village
Q2297559,Glynebwy,Ebbw Vale,Glynebwy,Ebbw Vale,Blaenau Gwent County Borough,town
Q5572935,Glynfach,Glynfach,,,Rhondda Cynon Taf,village
Q20597813,Glynhafren,Glynhafren,,,Powys,village
Q107033264,Glynogwr,Glynogwr,Glynogwr,Glynogwr,Bridgend County Borough,village
Q3401144,Glynrhedynog,Ferndale,Glynrhedynog,Ferndale,Rhondda Cynon Taf,town
Q20597832,Glyntawe,Glyntawe,Glyntawe,Glyntawe,Powys,hamlet
Q5573009,Glyntraean,Glyntraian,Glyntraean,Glyntraean,Wrexham County Borough,community
Q13128677,Godre'r-graig,Godre'r Graig,Godre'r-graig,Godre'r-graig,Neath Port Talbot County Borough,village
Q107033267,Godreaman,Godreaman,Godreaman,Godreaman,Rhondda Cynon Taf,suburb
Q5577201,Goetre,Goetre,Goetre,Goetre,Monmouthshire,hamlet
Q107033268,Goetre,Goetre,Goetre,Goetre,City and County of Swansea,territory
Q5590210,Goetre,Goytre,Goetre,Goetre,Neath Port Talbot County Borough,village
Q24343105,Goetre Fawr,Goetre Fawr,,,Monmouthshire,community
Q20597899,Goetre Hill,Goetre Hill,,,Powys,village
Q107033270,Goetre-hen,Coytrahen,Goetre-hen,Coytrahen,Bridgend County Borough,village
Q16246513,"Goetre, Ceredigion","Goetre, Ceredigion",,,Ceredigion,village
Q16103598,Goferydd,Goferydd,,,Anglesey,village
Q5589826,Gofilon,Govilon,Gofilon,Gofilon,Monmouthshire,village
Q15427716,Goginan,Goginan,Goginan,Goginan,Ceredigion,village
Q42904645,Gogledd Aberaman,Aberaman North,,,Rhondda Cynon Taf,community
Q7054913,Gogledd Corneli,North Cornelly,Gogledd Corneli,North Cornelly,Bridgend County Borough,village
Q20597944,Gogledd Glynebwy,Ebbw Vale North,,,Blaenau Gwent County Borough,community
Q15987542,Gogoyan,Gogoyan,,,Ceredigion,village
Q20597977,Golan,Golan,Golan,Golan,Gwynedd,hamlet
Q107033269,Gold Tops,Gold Tops,Gold Tops,Gold Tops,City of Newport,suburb
Q60845683,Golfa,Golfa,,,Powys,hamlet
Q107033271,Golftyn,Golftyn,Golftyn,Golftyn,Connah's Quay,suburb
Q107033272,Golly,Golly,Golly,Golly,Wrexham County Borough,hamlet
Q107033273,Golynos,Golynos,Golynos,Golynos,Torfaen,suburb
Q60920674,Gore,Gore,,,Old Radnor,hamlet
Q107033274,Gorllewin Aberddawan,West Aberthaw,Gorllewin Aberddawan,West Aberthaw,Vale of Glamorgan,hamlet
Q42904514,Gorllewin Aberpennar,Mountain Ash West,,,Rhondda Cynon Taf,community
Q24360382,Gorllewin Llandysilio,Llandissilio West,,,Pembrokeshire,community
Q13128695,Gorllewin Rhisga,Risca West,,,Caerphilly County Borough,community
Q13360526,Gorllewin Traethmelyn,Sandfields West,,,Neath Port Talbot County Borough,human settlement
Q13128696,Gorllwyn,Gorllwyn,,,Llangeler,hamlet
Q60920737,Gorn,Gorn,,,Powys,hamlet
Q20598192,Goron-ddu,Goron-ddu,,,Powys,village
Q16325037,Gorrig,Gorrig,Gorrig,Gorrig,Ceredigion,hamlet
Q16103628,Gors,Gors,,,Anglesey,village
Q107033275,Gors-goch,Gors-goch,Gors-goch,Gors-goch,Carmarthenshire,village
Q5586893,Gors-las,Gorslas,Gors-las,Gors-las,Carmarthenshire,village
Q13128715,Gorsedd,Gorsedd,Gorsedd,Gorsedd,Flintshire,village
Q2741540,Gorseinon,Gorseinon,Gorseinon,Gorseinon,City and County of Swansea,town
Q5586881,Gorsgoch,Gorsgoch,Gors-goch,Gors-goch,Ceredigion,village
Q16031852,Gorslwyd,Gorslwyd,,,Anglesey,village
Q5593455,Graianrhyd,Graianrhyd,Graianrhyd,Graianrhyd,Denbighshire,village
Q107033276,Graig,Graig,Graig,Graig,Eglwysbach,hamlet
Q5593458,Graig,Graig,,,Newport,community
Q16887238,Graig Trewyddfa,Graig Trewyddfa,Graigtrewyddfa,Graigtrewyddfa,City and County of Swansea,hamlet
Q107033280,Graig-y-rhaca,Graig-y-rhaca,Graig-y-rhaca,Graig-y-rhaca,Caerphilly County Borough,human settlement
Q5593460,"Graig, Pontypridd",Graig,Graig,Graig,Pontypridd Town,suburb
Q20598408,"Graig, Tremeirchion",Graig,,,Tremeirchion,hamlet
